,Park Name,Cause of Death,DeathCategory,Intent,Outcome,Sex,Age Range,Activity,date,latlong,latitude,longitude,Weather
1195,Grand Teton National Park,Snowboard Incident,Other Transportation,Unintentional,Fatal Injury,Male,15-24,Snowboarding,2014-05-05,"43.81056675,-110.64879477714322",43.81056675,-110.64879477714322,
1196,Blue Ridge Parkway,Suicide,Suicide,Intentional,Fatal Injury,Male,25-34,Suicide,2014-05-08,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
1197,Chattahoochee River National Recreation Area,Poisoning - drugs,Poisoning,Unintentional,Fatal Injury,Female,15-24,Not Reported,2014-05-11,"34.1423643,-84.08605094224774",34.1423643,-84.08605094224774,
1198,Kennesaw Mountain National Battlefield Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,45-54,Hiking,2014-05-12,"33.94943525,-84.59698555352053",33.94943525,-84.59698555352053,
1199,North Cascades National Park,Avalanche,Environmental,Unintentional,Fatal Injury,Male,45-54,Driving ,2014-05-14,"48.80834845,-121.40621496202702",48.80834845,-121.40621496202702,
1200,Big Thicket National Preserve,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Swimming,2014-05-15,"30.243261500000003,-94.45796144157939",30.243261500000003,-94.4579614415794,
1201,Dry Tortugas National Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,55-64,Snorkeling,2014-05-16,"24.641922100000002,-82.87540742230456",24.6419221,-82.87540742230456,
1202,Amistad National Recreation Area,Fall,Fall,Unintentional,Fatal Injury,Male,15-24,Diving (Land),2014-05-16,"29.5084351,-100.97424035157505",29.5084351,-100.97424035157503,
1203,Capitol Reef National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Hiking,2014-05-16,"38.06702855,-111.15525624854631",38.06702855,-111.15525624854632,
1204,Gulf Islands National Seashore,Drowning,Drowning,Unintentional,Fatal Injury,Male,0-14,Swimming,2014-05-17,"30.2369736,-88.68042953504445",30.2369736,-88.68042953504445,
1205,Suitland,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,35-44,Walking,2014-05-17,"38.850133799999995,-76.9256744274507",38.8501338,-76.9256744274507,
1206,Valley Forge National Historical Park,Train crash,Other Transportation,Unintentional,Fatal Injury,Male,35-44,Walking,2014-05-17,"40.1006378,-75.44443767012535",40.1006378,-75.44443767012535,
1207,Valley Forge National Historical Park,Train crash,Other Transportation,Unintentional,Fatal Injury,Male,45-54,Walking,2014-05-17,"40.1006378,-75.44443767012535",40.1006378,-75.44443767012535,
1208,Yosemite National Park,Fall,Fall,Unintentional,Fatal Injury,Male,45-54,Climbing,2014-05-18,"37.83930035,-119.51646348068644",37.83930035,-119.51646348068644,
1209,Lake Mead National Recreation Area,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,25-34,Driving ,2014-05-18,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
1210,Colorado National Monument,Fall,Fall,Unintentional,Fatal Injury,Male,15-24,Walking,2014-05-20,"39.05113275,-108.69794551344532",39.05113275,-108.69794551344532,
1211,Point Reyes National Seashore,Suicide,Suicide,Intentional,Fatal Injury,Female,35-44,Suicide,2014-05-20,"38.07053155,-122.91761219342156",38.07053155,-122.91761219342156,
1212,Gulf Islands National Seashore,Drowning,Drowning,Unintentional,Fatal Injury,Male,0-14,Vessel Related,2014-05-24,"30.2369736,-88.68042953504445",30.2369736,-88.68042953504445,
1213,Lake Mead National Recreation Area,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Female,65+,Swimming,2014-05-24,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
1214,Upper Delaware Scenic & Recreational River,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Swimming,2014-05-25,"41.6752532,-75.05523065122534",41.6752532,-75.05523065122534,
1215,Saint Croix National Scenic Riverway,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Swimming,2014-05-25,"46.08046265,-92.22285925163422",46.08046265,-92.22285925163422,
1216,Saratoga National Historical Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Bicycling,2014-05-25,"42.994331849999995,-73.63289050823886",42.99433185,-73.63289050823886,
1217,Acadia National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,15-24,Suicide,2014-05-25,"44.356311500000004,-68.21547874304889",44.3563115,-68.21547874304889,
1218,Gateway National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal Injury,Not Reported,Not Reported,Not Reported,2014-05-25,"40.598478850000006,-73.85792711726249",40.598478850000006,-73.85792711726249,
1219,Biscayne National Park,Vessel Incident,Other Transportation,Unintentional,Fatal injury,Female,35-44,Vessel Related,2014-05-25,"25.503122349999998,-80.23484963198766",25.50312235,-80.23484963198766,
1220,Blue Ridge Parkway,Suicide,Suicide,Intentional,Fatal Injury,Male,55-64,Suicide,2014-05-26,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
1221,Mount Rainier National Park,Fall,Fall,Unintentional,Fatal Injury,Male,25-34,Climbing,2014-05-28,"46.854338049999996,-121.70633428313513",46.85433805,-121.70633428313512,
1222,Mount Rainier National Park,Fall,Fall,Unintentional,Fatal Injury,Male,25-34,Climbing,2014-05-28,"46.854338049999996,-121.70633428313513",46.85433805,-121.70633428313512,
1223,Mount Rainier National Park,Fall,Fall,Unintentional,Fatal Injury,Male,25-34,Climbing,2014-05-28,"46.854338049999996,-121.70633428313513",46.85433805,-121.70633428313512,
1224,Mount Rainier National Park,Fall,Fall,Unintentional,Fatal Injury,Male,35-44,Climbing,2014-05-28,"46.854338049999996,-121.70633428313513",46.85433805,-121.70633428313512,
1225,Mount Rainier National Park,Fall,Fall,Unintentional,Fatal Injury,Male,35-44,Climbing,2014-05-28,"46.854338049999996,-121.70633428313513",46.85433805,-121.70633428313512,
1226,Mount Rainier National Park,Fall,Fall,Unintentional,Fatal Injury,Male,35-44,Climbing,2014-05-28,"46.854338049999996,-121.70633428313513",46.85433805,-121.70633428313512,
1227,Blue Ridge Parkway,Suicide,Suicide,Intentional,Fatal Injury,Male,35-44,Suicide,2014-05-30,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
1228,New River Gorge National River,Suicide,Suicide,Intentional,Fatal Injury,Female,35-44,Suicide,2014-05-31,"37.8756699,-81.0775981",37.8756699,-81.0775981,
1229,Channel Islands National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Female,45-54,Diving - Scuba,2014-06-01,"33.96637215,-120.09542036416883",33.96637215,-120.09542036416885,
1230,Buffalo National River,Drowning,Drowning,Unintentional,Fatal Injury,Male,45-54,Swimming,2014-06-02,"36.040131,-93.30984129466174",36.040131,-93.30984129466174,
1231,Grand Canyon National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Female,55-64,Vessel Related,2014-06-03,"36.307854750000004,-112.29289603702432",36.30785475,-112.29289603702432,
1232,Grand Canyon National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Female,55-64,Other,2014-06-04,"36.307854750000004,-112.29289603702432",36.30785475,-112.29289603702432,
1233,Lake Mead National Recreation Area,Poisoning - drugs,Poisoning,Unintentional,Fatal Injury,Male,55-64,Camping,2014-06-05,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
1234,Death Valley National Park,Hyperthermia,Environmental,Unintentional,Fatal Injury,Male,45-54,Walking,2014-06-06,"36.4702428,-117.08839086763231",36.4702428,-117.08839086763231,
1235,Rock Creek Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Female,Not Reported,Not Reported,2014-06-06,"38.702307,-104.8390017",38.702307,-104.8390017,
1236,Sleeping Bear Dunes National Lakeshore,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,55-64,Hiking,2014-06-07,"44.9309354,-85.898383350452",44.9309354,-85.898383350452,
1237,Grand Canyon National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,35-44,Other,2014-06-07,"36.307854750000004,-112.29289603702432",36.30785475,-112.29289603702432,
1238,Chattahoochee River National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Swimming,2014-06-08,"34.1423643,-84.08605094224774",34.1423643,-84.08605094224774,
1239,Natchez Trace Parkway,Suicide,Suicide,Intentional,Fatal Injury,Male,15-24,Suicide,2014-06-08,"32.0071549,-90.8585141",32.0071549,-90.8585141,
1240,Yellowstone National Park,Falling tree/branch,Environmental,Unintentional,Fatal Injury,Male,35-44,Hiking,2014-06-09,"44.6200885,-110.56068933143061",44.6200885,-110.5606893314306,
1241,Grand Canyon National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,55-64,Other,2014-06-09,"36.307854750000004,-112.29289603702432",36.30785475,-112.29289603702432,
1242,Glen Canyon National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Swimming,2014-06-10,"37.6580958,-111.09320889669256",37.6580958,-111.09320889669256,
1243,Rocky Mountain National Park,Fall,Fall,Unintentional,Fatal Injury,Male,25-34,Hiking,2014-06-10,"40.3553915,-105.71769566830672",40.3553915,-105.71769566830672,
1244,Grand Canyon National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,35-44,Vessel Related,2014-06-11,"36.307854750000004,-112.29289603702432",36.30785475,-112.29289603702432,
1245,Haleakala National Park,Fall,Fall,Unintentional,Fatal Injury,Female,55-64,Hiking,2014-06-12,"20.69913335,-156.1324300755678",20.69913335,-156.1324300755678,
1246,Amistad National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Swimming,2014-06-13,"29.5084351,-100.97424035157505",29.5084351,-100.97424035157503,
1247,Lake Mead National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,35-44,Swimming,2014-06-15,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
1248,Great Smoky Mountains National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Walking,2014-06-15,"35.634220049999996,-83.40236602525079",35.63422005,-83.40236602525079,
1249,Death Valley National Park,Suicide,Suicide,Intentional,Fatal Injury,Female,55-64,Suicide,2014-06-16,"36.4702428,-117.08839086763231",36.4702428,-117.08839086763231,
1250,Sequoia & Kings Canyon National Parks,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,55-64,Hiking,2014-06-16,"47.97030315,24.098091413707028",47.97030315,24.098091413707028,
1251,Capitol Reef National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,35-44,Driving ,2014-06-18,"38.06702855,-111.15525624854631",38.06702855,-111.15525624854632,
1252,Capitol Reef National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,35-44,Driving ,2014-06-18,"38.06702855,-111.15525624854631",38.06702855,-111.15525624854632,
1253,Ozark National Scenic Riverways,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Female,65+,Sleeping,2014-06-20,"37.2398857,-91.32281045371082",37.2398857,-91.32281045371082,
1254,Buffalo National River,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,45-54,Driving ,2014-06-20,"36.040131,-93.30984129466174",36.040131,-93.30984129466174,
1255,Glen Canyon National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Female,35-44,Swimming,2014-06-21,"37.6580958,-111.09320889669256",37.6580958,-111.09320889669256,
1256,Mount Rainier National Park,Hypothermia,Environmental,Unintentional,Fatal Injury,Female,65+,Hiking,2014-06-21,"46.854338049999996,-121.70633428313513",46.85433805,-121.70633428313512,
1257,Blue Ridge Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,15-24,Driving ,2014-06-21,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
1258,Cape Cod National Seashore,Drowning,Drowning,Unintentional,Fatal Injury,Male,25-34,Swimming,2014-06-22,"41.842563150000004,-69.95218307243829",41.84256315,-69.95218307243829,
1259,Lake Mead National Recreation Area,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,65+,Other,2014-06-22,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
1260,Cape Hatteras National Seashore,Collapsing earth/sand,Other,Unintentional,Fatal Injury,Male,45-54,Other,2014-06-23,"35.231221,-75.54195983251559",35.231221,-75.54195983251559,
1261,Lake Mead National Recreation Area,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,45-54,Driving ,2014-06-23,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
1262,Redwood National and State Parks,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,35-44,Driving ,2014-06-23,"41.4613522,-124.04809558473124",41.4613522,-124.04809558473124,
1263,Natchez Trace Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,65+,Driving ,2014-06-24,"32.0071549,-90.8585141",32.0071549,-90.8585141,
1264,Natchez Trace Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,65+,Driving ,2014-06-24,"32.0071549,-90.8585141",32.0071549,-90.8585141,
1265,Sequoia & Kings Canyon National Parks,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,55-64,Other,2014-06-25,"47.97030315,24.098091413707028",47.97030315,24.098091413707028,
1266,Natchez Trace Parkway,Fall,Fall,Unintentional,Fatal Injury,Male,45-54,Walking,2014-06-28,"32.0071549,-90.8585141",32.0071549,-90.8585141,
1267,Grand Canyon National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,55-64,Hiking,2014-06-29,"36.307854750000004,-112.29289603702432",36.30785475,-112.29289603702432,
1268,Yosemite National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,55-64,Other,2014-06-30,"37.83930035,-119.51646348068644",37.83930035,-119.51646348068644,
1269,Lake Mead National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,35-44,Vessel Related,2014-07-02,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
1270,Olympic National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,25-34,Other,2014-07-02,"47.786532449999996,-123.53605033085455",47.78653245,-123.53605033085456,
1271,George Washington Memorial Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,55-64,Driving ,2014-07-02,"38.9634363,-77.1785451",38.9634363,-77.1785451,
1272,Natchez Trace Parkway,Homicide,Homicide,Intentional,Fatal injury,Female,25-34,Homicide,2014-07-03,"32.0071549,-90.8585141",32.0071549,-90.8585141,
1273,Hovenweep National Monument,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,35-44,Driving ,2014-07-03,"37.3835455,-109.07299225683325",37.3835455,-109.07299225683325,
1274,Shenandoah National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,55-64,Hiking,2014-07-04,"38.47196675,-78.4636972836092",38.47196675,-78.4636972836092,
1275,Death Valley National Park,Hyperthermia,Environmental,Unintentional,Fatal Injury,Male,45-54,Hiking,2014-07-06,"36.4702428,-117.08839086763231",36.4702428,-117.08839086763231,
1276,Blue Ridge Parkway,Suicide,Suicide,Intentional,Fatal Injury,Male,65+,Suicide,2014-07-09,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
1277,Rocky Mountain National Park,Lightning Strike,Environmental,Unintentional,Fatal Injury,Female,35-44,Hiking,2014-07-11,"40.3553915,-105.71769566830672",40.3553915,-105.71769566830672,
1278,Grand Canyon National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,45-54,Hiking,2014-07-11,"36.307854750000004,-112.29289603702432",36.30785475,-112.29289603702432,
1279,Glacier National Park,Fall,Fall,Unintentional,Fatal Injury,Female,25-34,Hiking,2014-07-12,"48.6174862,-113.76088505945765",48.6174862,-113.76088505945764,
1280,Rocky Mountain National Park,Lightning Strike,Environmental,Unintentional,Fatal Injury,Male,45-54,Walking,2014-07-12,"40.3553915,-105.71769566830672",40.3553915,-105.71769566830672,
1281,Saint Croix National Scenic Riverway,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Fishing,2014-07-12,"46.08046265,-92.22285925163422",46.08046265,-92.22285925163422,
1282,Lake Mead National Recreation Area,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,25-34,Driving ,2014-07-12,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
1283,Mount Rainier National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,55-64,Driving ,2014-07-12,"46.854338049999996,-121.70633428313513",46.85433805,-121.70633428313512,
